44,,,,,,,,,1948356,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1948356,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1948356,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1948356,Maximum Engine Speed (rpm),!showcase
52,7.0:1,"7,0:1","7,0:1",7.0:1,"7,0:1","7,0:1","7,0:1",,1948356,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1948356,,!showcase
56,,,,,,,,,1948356,CHASSIS & DRIVETRAIN,!showcase
58,Mid-engine / Rear-drive,Moteur central / Propulsion,Mittelmotor / Heckantrieb,Motore Cent. / Trazione Post.,Motor med. / Tracción tras.,Mittmotor / Bakhjulsdrift,Motor Central / Tração Traseira,,1948356,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1948356,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1948356,Brakes – rear,!showcase
64,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1948356,Wheels (front),!showcase
66,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1948356,Wheels (rear),!showcase
68,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1948356,"Tires, Front",!showcase
70,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1948356,"Tires, Rear",!showcase
72,3.09,"3,09","3,09","3,09","3,09","3,09","3,09",,1948356,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765","1,765","1,765","1,765","1,765",,1948356,Gear Ratio - 2nd Gear,!showcase
76,1.227,"1,227","1,227","1,227","1,227","1,227","1,227",,1948356,Gear Ratio - 3rd Gear,!showcase
78,0.96,"0,96","0,96","0,96","0,96","0,96","0,96",,1948356,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1948356,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1948356,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1948356,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,6","-3,6",-3.6,"-3,6","-3,6","-3,6",,1948356,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4 Marce,4 vel., 4-växlad,4 marchas,,1948356,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1948356,Transmission type (manual or automatic),!showcase




,,,,,,,,,,,
2,1950 356 Cabrio 1.1,,,,,,,,1950356Cabrio11,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1950356Cabrio11,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1950356Cabrio11,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1950356Cabrio11,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1086cc,1086 cc,1086 ccm,1086cc,1086cc,1086 cc,1086 cc,,1950356Cabrio11,Displacement  (cc),!showcase
12,40bhp @ 4200rpm,40 ch à 4200 tr/mn,40 PS bei 4200 U/min.,40bhp @ 4200rpm,40 cv @ 4200 rpm,40 hk @ 4200 v/min,40 hp à 4200 rpm,,1950356Cabrio11,Horsepower (bhp or Kw  @  rpm),!showcase
14,51lb-ft @ 2800rpm,"7,05 mkg à 2800 tr/mn",69 Nm bei 2800 U/min.,51lb-ft @ 2800rpm,"7,05 kgm @ 2800 rpm",69 Nm @ 2800 v/min,"7,05 kgm à 2800 rpm",,1950356Cabrio11,Torque (lb-ft or Nm @ rpm),!showcase
16,23.5,"23""5","23,5 sek.",23.5 sec.,"23,5 seg","23,5 s","23,5 seg",,1950356Cabrio11,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,87 mph,150  km/h,150  km/h,150 km/h,150 km/h,150 km/h,150 km/h,,1950356Cabrio11,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1950356Cabrio11,,!showcase
22,,,,,,,,,1950356Cabrio11,GENERAL DATA,!showcase
24,790Kg,790  Kg,790 kg,790Kg,790Kg,790Kg,790Kg,,1950356Cabrio11,Weight (kerb - kg),!showcase
26,3950 mm,3950  mm,3950  mm,3950 mm,3950 mm,3950 mm,"3,95m",,1950356Cabrio11,Length ( mm),!showcase
28,1660 mm,1660  mm,1660  mm,1660 mm,1660 mm,1660 mm,"1,66m",,1950356Cabrio11,Width ( mm),!showcase
30,1300 mm,1300  mm,1300  mm,1300 mm,1300 mm,1300 mm,"1,3m",,1950356Cabrio11,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1950356Cabrio11,Wheelbase ( mm),!showcase
34,,,,,,,,,1950356Cabrio11,,!showcase
36,,,,,,,,,1950356Cabrio11,PERFORMANCE DATA,!showcase
38,,,,,,,,,1950356Cabrio11,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1950356Cabrio11,Displacement  (cc),!showcase
42,,,,,,,,,1950356Cabrio11,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1950356Cabrio11,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1950356Cabrio11,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1950356Cabrio11,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1950356Cabrio11,Maximum Engine Speed (rpm),!showcase
52,7.0:1,"7,0:1","7,0:1",7.0:1,"7,0:1","7,0:1","7,0:1",,1950356Cabrio11,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1950356Cabrio11,,!showcase
56,,,,,,,,,1950356Cabrio11,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1950356Cabrio11,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1950356Cabrio11,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1950356Cabrio11,Brakes – rear,!showcase
64,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1950356Cabrio11,Wheels (front),!showcase
66,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1950356Cabrio11,Wheels (rear),!showcase
68,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1950356Cabrio11,"Tires, Front",!showcase
70,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1950356Cabrio11,"Tires, Rear",!showcase
72,3.09,"3,09","3,09","3,09","3,09","3,09","3,09",,1950356Cabrio11,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765","1,765","1,765","1,765","1,765",,1950356Cabrio11,Gear Ratio - 2nd Gear,!showcase
76,1.227,"1,227","1,227","1,227","1,227","1,227","1,227",,1950356Cabrio11,Gear Ratio - 3rd Gear,!showcase
78,0.96,"0,96","0,96","0,96","0,96","0,96","0,96",,1950356Cabrio11,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1950356Cabrio11,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1950356Cabrio11,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1950356Cabrio11,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,6","-3,6",-3.6,"-3,6","-3,6","-3,6",,1950356Cabrio11,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel., 4-växlad,4 marchas,,1950356Cabrio11,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1950356Cabrio11,Transmission type (manual or automatic),!showcase


,,,,,,,,,,,
,,,,,,,,,,,
2,1950 356 Coupe 1.1,,,,,,,,1950356Coupe11,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1950356Coupe11,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1950356Coupe11,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1950356Coupe11,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1086cc,1086 cc,1086 ccm,1086cc,1086cc,1086 cc,1086 cc,,1950356Coupe11,Displacement  (cc),!showcase
12,40bhp @ 4200rpm,40 ch à 4200 tr/mn,40 PS bei 4200 U/min.,40bhp @ 4200rpm,40 cv @ 4200 rpm,40 hk @ 4200 v/min,40 hp à 4200 rpm,,1950356Coupe11,Horsepower (bhp or Kw  @  rpm),!showcase
14,51lb-ft @ 2800rpm,"7,05 mkg à 2800 tr/mn",69 Nm bei 2800 U/min.,51lb-ft @ 2800rpm,"7,05 kgm @ 2800 rpm",69 Nm @ 2800 v/min,"7,05 kgm à 2800 rpm",,1950356Coupe11,Torque (lb-ft or Nm @ rpm),!showcase
16,23.5,"23""5","23,5 sek.",23.5 sec.,"23,5 seg","23,5 s","23,5 seg",,1950356Coupe11,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,87 mph,150  km/h,150 km/h,150 km/h,150 km/h,150 km/h,150 km/h,,1950356Coupe11,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1950356Coupe11,,!showcase
22,,,,,,,,,1950356Coupe11,GENERAL DATA,!showcase
24,790Kg,790 Kg,790 kg,790Kg,790Kg,790Kg,790Kg,,1950356Coupe11,Weight (kerb - kg),!showcase
26,3950 mm,3950  mm,3950  mm,3950 mm,3950 mm,3950 mm,"3,95m",,1950356Coupe11,Length ( mm),!showcase
28,1660 mm,1660  mm,1660  mm,1660 mm,1660 mm,1660 mm,"1,66m",,1950356Coupe11,Width ( mm),!showcase
30,1300 mm,1300  mm,1300  mm,1300 mm,1300 mm,1300 mm,"1,3m",,1950356Coupe11,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1950356Coupe11,Wheelbase ( mm),!showcase
34,,,,,,,,,1950356Coupe11,,!showcase
36,,,,,,,,,1950356Coupe11,PERFORMANCE DATA,!showcase
38,,,,,,,,,1950356Coupe11,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1950356Coupe11,Displacement  (cc),!showcase
42,,,,,,,,,1950356Coupe11,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1950356Coupe11,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1950356Coupe11,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1950356Coupe11,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1950356Coupe11,Maximum Engine Speed (rpm),!showcase
52,7.0:1,"7,0:1","7,0:1",7.0:1,"7,0:1","7,0:1","7,0:1",,1950356Coupe11,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1950356Coupe11,,!showcase
56,,,,,,,,,1950356Coupe11,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1950356Coupe11,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1950356Coupe11,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1950356Coupe11,Brakes – rear,!showcase
64,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1950356Coupe11,Wheels (front),!showcase
66,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1950356Coupe11,Wheels (rear),!showcase
68,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1950356Coupe11,"Tires, Front",!showcase
70,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1950356Coupe11,"Tires, Rear",!showcase
72,3.09,"3,09","3,09","3,09","3,09","3,09","3,09",,1950356Coupe11,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765","1,765","1,765","1,765","1,765",,1950356Coupe11,Gear Ratio - 2nd Gear,!showcase
76,1.227,"1,227","1,227","1,227","1,227","1,227","1,227",,1950356Coupe11,Gear Ratio - 3rd Gear,!showcase
78,0.96,"0,96","0,96","0,96","0,96","0,96","0,96",,1950356Coupe11,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1950356Coupe11,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1950356Coupe11,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1950356Coupe11,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,6","-3,6",-3.6,"-3,6","-3,6","-3,6",,1950356Coupe11,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel., 4-växlad,4 marchas,,1950356Coupe11,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1950356Coupe11,Transmission type (manual or automatic),!showcase


,,,,,,,,,,,
,,,,,,,,,,,
2,1951 356 Cabrio 1.3,,,,,,,,1951356Cabrio13,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1951356Cabrio13,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1951356Cabrio13,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1951356Cabrio13,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1286cc,1286cc,1286 ccm,1286cc,1286cc,1286cc,1286cc,,1951356Cabrio13,Displacement  (cc),!showcase
12,44bhp @ 4200rpm,44 ch à 4200 tr/mn,44 PS bei 4200 U/min.,44bhp @ 4200rpm,44 cv @ 4200 rpm,44 hk @ 4200 v/min,44 hp à 4200 rpm,,1951356Cabrio13,Horsepower (bhp or Kw  @  rpm),!showcase
14,59lb-ft @ 2800rpm,"8,15 mkg à 2800 tr/mn",80 Nm bei 2800 U/min.,51lb-ft @ 2800rpm,"8,15 kgm @ 2800 rpm",80 Nm @ 2800 v/min,"8,15 kgm à 2800 rpm",,1951356Cabrio13,Torque (lb-ft or Nm @ rpm),!showcase
16,22,"22""",22 sek.,22 sec.,22 seg,22 s,22 seg,,1951356Cabrio13,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,90mph,145  km/h,145 km/h,145 km/h,145 km/h,145 km/h,145 km/h,,1951356Cabrio13,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1951356Cabrio13,,!showcase
22,,,,,,,,,1951356Cabrio13,GENERAL DATA,!showcase
24,790Kg,790 Kg,790 kg,790Kg,790Kg,790Kg,790Kg,,1951356Cabrio13,Weight (kerb - kg),!showcase
26,3950 mm,3950  mm,3950  mm,3950 mm,3950 mm,3950 mm,"3,95m",,1951356Cabrio13,Length ( mm),!showcase
28,1660 mm,1660  mm,1660  mm,1660 mm,1660 mm,1660 mm,"1,66m",,1951356Cabrio13,Width ( mm),!showcase
30,1300 mm,1300  mm,1300  mm,1300 mm,1300 mm,1300 mm,"1,3m",,1951356Cabrio13,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1951356Cabrio13,Wheelbase ( mm),!showcase
34,,,,,,,,,1951356Cabrio13,,!showcase
36,,,,,,,,,1951356Cabrio13,PERFORMANCE DATA,!showcase
38,,,,,,,,,1951356Cabrio13,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1951356Cabrio13,Displacement  (cc),!showcase
42,,,,,,,,,1951356Cabrio13,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1951356Cabrio13,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1951356Cabrio13,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1951356Cabrio13,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1951356Cabrio13,Maximum Engine Speed (rpm),!showcase
52,7.0:1,"7,0:1","7,0:1",7.0:1,"7,0:1","7,0:1","7,0:1",,1951356Cabrio13,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1951356Cabrio13,,!showcase
56,,,,,,,,,1951356Cabrio13,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1951356Cabrio13,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1951356Cabrio13,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1951356Cabrio13,Brakes – rear,!showcase
64,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1951356Cabrio13,Wheels (front),!showcase
66,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1951356Cabrio13,Wheels (rear),!showcase
68,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1951356Cabrio13,"Tires, Front",!showcase
70,5.00 x 16,"5,00 x 16","5,00 x 16",5.00 x 16,"5,00 x 16","5,00 x 16","5,00 x 16",,1951356Cabrio13,"Tires, Rear",!showcase
72,3.09,"3,09","3,09","3,09","3,09","3,09","3,09",,1951356Cabrio13,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765","1,765","1,765","1,765","1,765",,1951356Cabrio13,Gear Ratio - 2nd Gear,!showcase
76,1.227,"1,227","1,227","1,227","1,227","1,227","1,227",,1951356Cabrio13,Gear Ratio - 3rd Gear,!showcase
78,0.96,"0,96","0,96","0,96","0,96","0,96","0,96",,1951356Cabrio13,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1951356Cabrio13,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1951356Cabrio13,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1951356Cabrio13,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,6","-3,6",-3.6,"-3,6","-3,6","-3,6",,1951356Cabrio13,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel., 4-växlad,4 marchas,,1951356Cabrio13,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1951356Cabrio13,Transmission type (manual or automatic),!showcase

,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,1951 356 Coupe 1.3,,,,,,,,1951356Coupe13,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1951356Coupe13,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1951356Coupe13,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1951356Coupe13,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1286cc,1286cc,1286 ccm,1286cc,1286cc,1286cc,1286cc,,1951356Coupe13,Displacement  (cc),!showcase
12,44bhp @ 4200rpm,44 ch à 4200 tr/mn,44 PS bei 4200 U/min.,44bhp @ 4200rpm,44 cv @ 4200 rpm,44 hk @ 4200 v/min,44 hp à 4200 rpm,,1951356Coupe13,Horsepower (bhp or Kw  @  rpm),!showcase
14,59lb-ft @ 2800rpm,"8,15 mkg à 2800 tr/mn",80 Nm bei 2800 U/min.,51lb-ft @ 2800rpm,"8,15 kgm @ 2800 rpm",80 Nm @ 2800 v/min,"8,15 kgm à 2800 rpm",,1951356Coupe13,Torque (lb-ft or Nm @ rpm),!showcase
16,22,"22""",22 sek.,22 sec.,22 seg,22 s,22 seg,,1951356Coupe13,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,90 mph,145  km/h,145 km/h,145 km/h,145 km/h,145 km/h,145 km/h,,1951356Coupe13,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1951356Coupe13,,!showcase
22,,,,,,,,,1951356Coupe13,GENERAL DATA,!showcase
24,830Kg,830 Kg,830 kg,830Kg,830Kg,830Kg,830Kg,,1951356Coupe13,Weight (kerb - kg),!showcase
26,3950 mm,3950  mm,3950  mm,3950 mm,3950 mm,3950 mm,"3,95m",,1951356Coupe13,Length ( mm),!showcase
28,1660 mm,1660  mm,1660  mm,1660 mm,1660 mm,1660 mm,"1,66m",,1951356Coupe13,Width ( mm),!showcase
30,1300 mm,1300  mm,1300  mm,1300 mm,1300 mm,1300 mm,"1,3m",,1951356Coupe13,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1951356Coupe13,Wheelbase ( mm),!showcase
34,,,,,,,,,1951356Coupe13,,!showcase
36,,,,,,,,,1951356Coupe13,PERFORMANCE DATA,!showcase
38,,,,,,,,,1951356Coupe13,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1951356Coupe13,Displacement  (cc),!showcase
42,,,,,,,,,1951356Coupe13,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1951356Coupe13,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1951356Coupe13,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1951356Coupe13,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1951356Coupe13,Maximum Engine Speed (rpm),!showcase
52,7.0:1,"7,0:1","7,0:1",7.0:1,"7,0:1","7,0:1","7,0:1",,1951356Coupe13,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1951356Coupe13,,!showcase
56,,,,,,,,,1951356Coupe13,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1951356Coupe13,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1951356Coupe13,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1951356Coupe13,Brakes – rear,!showcase
64,3.25 x 16in,83 x 406  mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,83 x 406 mm,,1951356Coupe13,Wheels (front),!showcase
